subscriptionYear,country,institution,agreementType,validity,state,dreLink,subscriptionLevel,agreementLink,languages,Props,internationalLink
2017,Argentina,Universidad Nacional de la Pampa,Marco+Intercambio,Indefinido,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_Universidad_Nacional_de_la_Pampa_2017.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/convocatorias.html?cvc%5BshowUid%5D=2678&cHash=da4a48376c67b28f80f7ad34f678a60f&pointer=1,Español,"Investigación en ciencias naturales, sociales y tecnológicas
Innovación en agricultura, ganadería y desarrollo regional
Colaboraciones nacionales e internacionales
Desarrollo de programas de formación profesional y técnica
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos locales
Colaboración con instituciones culturales y sociales para proyectos educativos y de investigación
Fomento de la identidad regional y el patrimonio cultural a través de la educación y la investigación",http://www.unlpam.edu.ar/relaciones-internacionales
2019,Argentina,Universidad Nacional de Lanús,Marco+Intercambio,septiembre - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/U_Nacional_de_Lanus.pdf,Universidad Nacional de Colombia,,Español,"Investigación en ciencias sociales, humanas y naturales
Innovación en estudios interdisciplinarios y aplicaciones prácticas
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de iniciativas académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos locales
Colaboración con instituciones culturales y sociales para proyectos educativos y de investigación
Promoción de la identidad cultural y la inclusión a través de actividades comunitarias y educativas",http://www.unla.edu.ar/secretarias/cooperacion-y-servicio-publico/direccion-de-cooperacion-internacional
2014,Colombia,Universidad de La Sabana,Marco+Intercambio,febrero - 2024,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CN_2014_Universidad_de_la_Sabana.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/convocatorias.html?cvc%5BshowUid%5D=2618&cHash=ccaac89e91918fbc7facb25a8c26e99a&pointer=11,Español,,https://www.conveniosigueme.com/contacto
2018,Corea del Sur,Korea University,Intercambio,julio - 2023,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2018_KOREA_UNIVERSITY_ESPECIFICO.pdf,Universidad Nacional de Colombia,,Inglés Coreano,,http://oia.korea.ac.kr/main.do
2016,Australia,Macquarie University,Marco+Intercambio,marzo - 2026,Vigente,,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/convocatorias.html?cvc%5BshowUid%5D=2644&cHash=1089c7b80d43eecf0428f0110df3e3cf&pointer=8,Inglés,"Investigación en ciencias naturales, sociales, y empresariales
Innovación en tecnología, educación y ciencias de la salud
Colaboraciones internacionales y con la industria
Desarrollo de programas de formación profesional y técnica
Participación activa en la comunidad local y global
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la diversidad cultural y la inclusión a través de la educación y la investigación
",https://www.mq.edu.au/study/admissions/entry-requirements/international
2019,Bélgica,Université catholique de Louvain (UCL),Intercambio,agosto - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/U_Catholique_Louvain.pdf,Facultad de Ciencias Humanas,,Alemán inglés,"Investigación en ciencias sociales, humanas, naturales y médicas
Innovación en tecnología, ingeniería y ciencias aplicadas
Desarrollo de programas de formación profesional y técnica
Colaboraciones internacionales y con la industria
Fomento de la educación integral y formación ética
Participación activa en la comunidad local y global
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la diversidad cultural y la inclusión a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",https://uclouvain.be/en/study/etudiant-echange.html
2020,España,Universidad de las Palmas de Gran Canaria,Intercambio,febrero - 2024,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/19.02.2020_Intercambio_Las_Palmas_Gran_Canaria.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=2386&cHash=55f66775ea9ace51b7a9c228204ee5d8&listtype=1&cvc%5Bbuscar%5D=Universidad%20de%20las%20Palmas%20de%20Gran%20Canaria&cvc%5Bsword%5D=Universidad%20de%20las%20Palmas%20de%20Gran%20Canaria,Español,,https://www.ulpgc.es/internacional_inicio
2016,Bélgica,Université de Namur (Facultés Universitaires Notre-Dame de la Paix - FUNDP),Marco+Intercambio,julio - 2026,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2016_Universite_de_Namur.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=1810&cHash=c1ddda451393bf27071e9dfb9f52bbd9&pointer=33&listtype=1,Alemán ,"Investigación en ciencias sociales, humanas y naturales
Innovación en tecnología y ciencias aplicadas
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",https://www.unamur.be/en/international
2019,Brasil,Pontificia Universidade Catolica de Minas Gerais (PUC Minas),Intercambio,agosto - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2019_PUC_Minas.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=2161&cHash=6e4d914bce5095df5b83828436ef431a&pointer=12,Portugués,"Investigación en ciencias sociales, humanas, y naturales
Innovación en tecnología, educación y desarrollo comunitario
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",https://www.pucminas.br/Paginas/main.aspx
2020,Brasil,Pontifícia Universidade Católica do Paraná (PUCPR),Marco+Intercambio,noviembre - 2025,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/03.11.2020_Acuerdo_de_Cooperacion_e_Intercambio_Academico_entre_la_PUCPR_y_la_UNAL.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/convocatorias.html?cvc%5BshowUid%5D=2360&cHash=04cc74d444a98b23b4e38ce4c206159e&listtype=1&filtro=Internacionales&cvc%5Bbuscar%5D=Pontif%C3%ADcia%20Universidade%20Cat%C3%B3lica%20do%20Paran%C3%A1%20(PUCPR)&cvc%5Bsword%5D=Pontif%C3%ADcia%20Universidade%20Cat%C3%B3lica%20do%20Paran%C3%A1%20(PUCPR),Portugués,"Investigación en ciencias sociales, humanas, y naturales
Innovación en tecnología, educación y salud
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",https://www.pucpr.br/international/
2019,Brasil,Pontificia Universidade Católica Do Rio Grande Do Sul,Marco+Intercambio,mayo - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2019_Pontificia_Universidad_Catolica_Do_Rio_Grande_Do_Sul.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=2406&cHash=500b12d485481ec89c59bf2c54ecbd97&pointer=4&listtype=1,Portugués,"Investigación en ciencias sociales, humanas, naturales y tecnológicas
Innovación en educación, salud y desarrollo regional
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",http://www.pucrs.br/internacional/apresentacao/o-que-e-internacionalizacao/
2020,Estados Unidos,University of Iowa,Marco,agosto - 2023,No Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/06.08.2020_MdE_entre_la_Universidad_Nacional_de_Colombia_y_lowa_University_3A.pdf,Universidad Nacional de Colombia,,Inglés,,https://admissions.uiowa.edu/future-students/international-students
2019,Brasil,Universidade de São Paulo (USP),Marco+Intercambio,diciembre - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CI_2019_UNIVERSIDA_DE_SAO_PAULO_ESPECIFICO.pdf,Universidad Nacional de Colombia,http://www.dre.unal.edu.co/es/convocatorias.html?cvc%5BshowUid%5D=1846&cHash=d8a653e0ec25115d774379c13ba1af04&pointer=24&listtype=1,Portugués,"Investigación en ciencias naturales, sociales, humanidades e ingeniería
Innovación en tecnología, medicina, y desarrollo social
Desarrollo de programas de formación profesional y técnica de alto nivel
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y global
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos locales e internacionales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario
Actividades de extensión que involucran a la comunidad en proyectos educativos y culturales",http://www.usp.br/internationaloffice/en/
